Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Hardshock Festival,2019-06-01,1,outdoor,Electronicmusic,"Electro
Hardcore(Electro)
House",Netherlands,"Hellendoorn Woods Luttenbergerweg Haarle, NL 7447 RZ",5000,39.5,197500.0
Sweden Rock Festival,2019-06-05,4,outdoor,Metal,"Hardcore(Metal)
Metal
Medieval
Punk
Rock",Sweden,"Sölvesborg, SE 29431",35000,286.0,10010000.0
Metal Park Walsrode,2019-06-06,3,outdoor,Metal,"Metal
Rock",LowerSaxony,"Walsrode, DE 29664",,100.0,
Spectaculum Magdeburgense,2019-06-06,5,outdoor,Medieval,"Folk
Gothic
Art&culture
Medieval",Saxony-Anhalt,"Glacis- Park& Festungsanlage Ravelin2 Maybachstraße1 Magdeburg, DE 39104",16000,19.0,304000.0
Chronical Moshers Open Air,2019-06-06,4,outdoor,Metal,"Metal
Rock",Saxony,"Mühlteich Hauptmannsgrün, DE 08468",1000,43.0,43000.0
Spreewaldrock Festival,2019-06-06,5,outdoor,Rock,"Germanrock
Metal
Punk
Rock",Brandenburg,"Drachhausen, DE 03185",7500,61.0,457500.0
Rockam Ring,2019-06-07,3,outdoor,Mixed,"Germanrock
Electro
Hardcore(Metal)
Hip-Hop
Metal
Punk
Rock",Rhineland-Palatinate,"Nürburgring Nürburgring Boulevard1 Nürburg, DE 53520",90000,149.0,13410000.0
Rockim Park,2019-06-07,3,outdoor,Mixed,"Dance
Germanrock
Hardcore(Metal)
Hip-Hop
Metal
Pop
Punk
Rock",Bavaria,"Volkspark Dutzendteich Münchener Str.283 Nürnberg, DE 90471",80000,199.0,15920000.0
Wave- Gotik- Treffen,2019-06-07,4,outdoor,Gothic,"Electro
Folk
Gothic
Metal
Rock",Saxony,"Leipzig, DE 04109",21000,130.0,2730000.0
Rockund Metal Day'z,2019-06-07,3,outdoor,Metal,"Metal
Rock",Saxony-Anhalt,"Motorsportarena Oschersleben Motopark- Allee20 Oschersleben( Bode), DE 39387",500,48.95,24475.0
Ikarus Festival,2019-06-07,4,outdoor,Electronicmusic,"Dance
Electro
House",Bavaria,"Ehemaliger Militärflugplatz Am Flughafen35 Memmingerberg, DE 87766",35000,114.9,4021500.0
Trucker& Country Festival Deutschland,2019-06-07,4,outdoor,Country,Country,Bavaria,"Eventzentrum Geiselwind Geiselwind, DE 96160",40000,35.0,1400000.0
Gahlen Moscht Open Air,2019-06-07,3,outdoor,Metal,"Metal
Rock",Brandenburg,"Buckwitzhof Klein Buckow1 Spremberg, DE 03130",,40.0,
Rock Hard Festival,2019-06-07,3,outdoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Amphitheater Gelsenkirchen Grothusstr.201 Gelsenkirchen, DE 45883",7000,97.0,679000.0
Tropical Mountain Festival,2019-06-07,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Saarland,"Aufder Alm Zur Bergmannsalm1 Schiffweiler, DE 66578",15000,24.9,373500.0
Orange Blossom Special Festival,2019-06-07,3,outdoor,Rock,"Punk
Rock",Northrhine-Westphalia,"Glitterhouse Garten Grüner Weg25 Beverungen, DE 37688",2000,90.0,180000.0
Rockfest,2019-06-07,3,outdoor,Rock,"Metal
Rock",Finland,"Hyvinkää Airport Lentokentäntie40 Hyvinkää, FI 05820",25000,,
Pinkpop Festival,2019-06-08,3,outdoor,Mixed,"Electro
Pop
Rock",Netherlands,"Ehemalige Trabrennbahn Hofstraat13-15 Landgraaf, NL 6372 XC",70000,220.0,15400000.0
Underground Remains Open Air,2019-06-08,1,outdoor,Metal,"Metal
Rock",LowerSaxony,"Hausder Kulturen Hagenweg2 E Göttingen, DE 37081",300,20.0,6000.0
Rockonthe Beach,2019-06-08,1,outdoor,Metal,"Hardcore(Metal)
Irish
Metal
Punk
Rock",Northrhine-Westphalia,"Senner Waldbad Am Waldbad74 Bielefeld, DE 33659",1600,15.0,24000.0
Sama' Rock,2019-06-08,2,unknown,Rock,"Metal
Rock",France,"Park Samara Rued' Amiens La Chaussée- Tirancourt, FR 80310",,39.0,
Festivalof Differences,2019-06-08,1,unknown,Mixed,"Metal
Pop
Rock",LowerSaxony,"Helenenstr. Dinklage, DE 49413",500,0.0,0.0
Highlandgames Engersen,2019-06-09,1,outdoor,Sports,Sports,Saxony-Anhalt,"Sportplatz Engersen Engersen, DE 39624",,0.0,
La Fiesta Festival( Saarland),2019-06-09,1,outdoor,Schlagermusic,Schlagermusic,Saarland,"Aufder Bergehalde Schiffweiler, DE 66578",7500,29.9,224250.0
Zuparken Festival,2019-06-13,4,outdoor,Art&cultureFestivals,"Art&culture
Sports",Mecklenburg-Western-Pomerania,"Zur Ranch Zum Strande3 Bastorf, DE 18230",1000,7.0,7000.0
Nova Rock Festival,2019-06-13,4,outdoor,Rock,Rock,Austria,"Pannonia Fields II Nickelsdorf, AT 2425",150000,169.9,25485000.0
Greenfield Festival,2019-06-13,3,outdoor,Rock,Rock,Switzerland,"Flugplatz Interlaken Mattenbei Interlaken, CH 3800",72000,165.0,11880000.0
Firenze Rocks Festival,2019-06-13,4,outdoor,Mixed,"Electro
Pop
Punk
Rock",Italy,"Vialedel Visarno,14 Firenze, IT 50144",50000,276.0,13800000.0
Der Detze Rockt,2019-06-14,2,outdoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Daun- Rengen, DE 54550",,34.0,
S T A M P Festival,2019-06-14,3,outdoor,Art&cultureFestivals,Art&culture,Hamburg,"Altona Ottenser Hauptstraße1 Hamburg, DE 22765",200000,0.0,0.0
Fonsstock Festival,2019-06-14,2,outdoor,Punk,"Punk
Rock",LowerSaxony,"Osterwiese Freimarkt Nordenham, DE 26954",2000,31.5,63000.0
Brökenfest,2019-06-14,2,outdoor,Rock,"Blues
Country
Punk
Rock
Rockabilly",Schleswig-Holstein,"Flugplatz Hungriger Wolf Towerstrasse22 Hohenlockstedt, DE 25551",,32.0,
Rock The Hill Festival,2019-06-14,3,outdoor,Conventions,"Hip-Hop
Pop
Punk
Rock
Sports",Bavaria,"Geisskopf Unterbreitenau3 Bischofmais, DE 94253",,45.0,
Download Festival( G B),2019-06-14,3,outdoor,Metal,"Metal
Rock",UnitedKingdom,"Donington Park Derby, GBD E742 RP",90000,164.0,14760000.0
Rockam Bahnwerk,2019-06-14,2,indoor,Rock,"Folk
Metal
Rock",Northrhine-Westphalia,"Bahnbetriebswerk Grimbergstraße18 Gelsenkirchen, DE 45889",1700,21.5,36550.0
Stove Open Air,2019-06-15,1,outdoor,Pop,"Pop
Rock",LowerSaxony,"Stover Strand Drage, DE 21423",1000,10.0,10000.0
Summertime Festival,2019-06-15,1,outdoor,Mixed,"Electro
Pop
Rock",LowerSaxony,"Seeliger Park Schulwall1 Wolfenbüttel, DE 38300",,17.0,
Skaldenfest Open Air,2019-06-15,1,outdoor,Metal,"Folk
Metal",Bavaria,"Kilianeum- Hausder Jugend Ottostraße1 Würzburg, DE 97070",800,10.0,8000.0
Feuerfänger Festival,2019-06-15,1,indoor,Metal,Metal,Saarland,"Stummsche Reithalle Neunkirchen Saarbrücker Str.21 Neunkirchen, DE 66538",150,15.73,2359.5
Alpen Flair Festival,2019-06-19,4,outdoor,Mixed,"Germanrock
Metal
Punk
Rock
Folkmusic",Italy,"Ex Nato Areal Natz Natz- Schabs, IT 39040",40000,79.0,3160000.0
Copenhell,2019-06-19,4,outdoor,Metal,"Folk
Metal
Rock",Denmark,"Refshalevej185 København K, DK 1432",50000,340.0,17000000.0
Metal Frenzy Festival,2019-06-20,3,outdoor,Metal,"Germanrock
Gothic
Hardcore(Metal)
Metal
Rock",Saxony-Anhalt,"Erlebnisbad Gardelegen Magdeburger Landstraße20 Gardelegen, DE 39638",2000,70.0,140000.0
Thisis Ska Festival,2019-06-20,3,outdoor,Ska,Ska,Saxony-Anhalt,"Wasserburg Rosslau Am Schloßgarten18b Dessau- Roßlau, DE 06862",2500,52.15,130375.0
Modular Festival,2019-06-20,3,outdoor,Pop,Pop,Bavaria,"Gaswerk Augsburg August- Wessels- Straße30 Augsburg, DE 86156",30000,65.4,1962000.0000000002
Aaargh Festival,2019-06-20,3,outdoor,Metal,"Folk
Metal
Rock",Baden-Württemberg,"Uttenhofen42 Leutkirchim Allgäu, DE 88299",,46.0,
M. I. S. E. Open Air,2019-06-20,3,outdoor,Metal,"Metal
Rock",Hesse,"Grillhütte Büßfeld Am Kämpfberg Homberg An Der Ohm, DE 35315",,46.0,
Freak Valley Festival,2019-06-20,3,outdoor,Mixed,"Gothic
Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"A Wo- Gelände Deuz Weiherdamm3 Netphen, DE 57250",2500,89.0,222500.0
Hurricane Festival,2019-06-21,3,outdoor,Rock,"Germanrock
Metal
Pop
Punk
Rock",LowerSaxony,"Eichenring Scheeßel, DE 27383",73000,149.0,10877000.0
Southside Festival,2019-06-21,3,outdoor,Rock,"Germanrock
Metal
Pop
Punk
Rock",Baden-Württemberg,"Neuhausenob Eck, DE 78579",60000,149.0,8940000.0
Open R Festival,2019-06-21,3,outdoor,Pop,"Pop
Rock
Schlagermusic",LowerSaxony,"ALMASED Arena Albrecht- Thear- Gelände Uelzen, DE 29525",,169.5,
Graspop Metal Meeting,2019-06-21,3,outdoor,Metal,"Gothic
Hardcore(Metal)
Metal
Punk
Rock",Belgium,"Dessel, BE 2480",200000,210.0,42000000.0
Midsommar Festival,2019-06-21,3,outdoor,Mixed,"Crossover
Electro
Folk
Goa
Hip-Hop
Rockabilly",Bavaria,"HUB Hub2b Unterreit, DE 83567",1000,50.0,50000.0
Schlossfestspiele Schwerin,2019-06-21,30,outdoor,Art&cultureFestivals,"Classicalmusic
Art&culture",Mecklenburg-Western-Pomerania,"Schweriner Schloss Lennéstraße1 Schwerin, DE 19053",70000,1170.0,81900000.0
Hellfest Open Air,2019-06-21,3,outdoor,Metal,"Hardcore(Metal)
Metal
Punk",France,"Clisson, FR 44190",115000,118.0,13570000.0
Rage Against Racism Open Air,2019-06-21,2,outdoor,Metal,"Germanrock
Metal
Punk
Rock",Northrhine-Westphalia,"Friemersheimer Mühle Clarenbachstraße.14 Duisburg, DE 47229",,0.0,
Donauinselfest,2019-06-21,3,outdoor,Mixed,"Electro
Pop
Rock",Austria,"Donauinsel Donauinsel1 Wien, AT 1210",500000,0.0,0.0
Drömlingsfest,2019-06-21,3,outdoor,Cityfestival,"Blues
Germanrock
Pop
Rock
Folkmusic",Saxony-Anhalt,"Am Park2 Kunrau, DE 38486",,5.0,
Mystic Festival,2019-06-25,2,outdoor,Metal,"Metal
Rock",Poland,"Tauron Arena Krakau, PL 31-571",25000,118.0,2950000.0
Fusion Festival,2019-06-26,5,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Mecklenburg-Western-Pomerania,"Flugplatz Lärz Fluplatz Lärz, DE 17248",70000,145.0,10150000.0
Glastonbury Festival,2019-06-26,5,outdoor,Mixed,"Electro
Hip-Hop
Art&culture
Pop
Rock",UnitedKingdom,"Worthy Farm Cock Mill Ln Pilton, GBB A44 BY",150000,289.0,43350000.0
Rock Werchter,2019-06-27,4,outdoor,Mixed,"Crossover
Electro
Folk
Hip-Hop
Metal
Pop
Punk
Rock",Belgium,"Werchter Festivalpark Haachtsesteenweg13-9 Werchter, BE 3118",140000,243.0,34020000.0
Under The Black Sun Festival,2019-06-27,3,outdoor,Metal,Metal,Brandenburg,"Freilichtbühne Friesack Friesack, DE 14662",,50.0,
Provinssirock Festival,2019-06-27,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Rock",Finland,"Festparkvon Törnäväsaari Törnavantie20 Seinäjoki, FI 60200",81000,89.0,7209000.0
Jera On Air Festival,2019-06-27,3,outdoor,Rock,"Hardcore(Metal)
Metal
Punk",Netherlands,"Agrobaan15 Ysselstein, NL 5813 EB",10000,92.13,921300.0
Blacksheep Festival,2019-06-27,3,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Bonfeld Schlosshof Rappenauer Str.38 Bad Rappenau, DE 74906",8000,140.0,1120000.0
30 Jahre J. B. O. Open Air- Ein Fest,2019-06-28,2,outdoor,Metal,"Germanrock
Metal
Rock
Folkmusic",Bavaria,"DJK Weingarts Kunreuth, DE 91358",,55.0,
Full Force Festival,2019-06-28,3,outdoor,Metal,"Crossover
Germanrock
Hardcore(Metal)
Metal
Punk
Rock",Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",25000,109.0,2725000.0
Sternenklang Festival,2019-06-28,2,outdoor,Medieval,"Folk
Metal
Medieval",Thuringia,"Niederburg Schloßgasse18 B Kranichfeld, DE 99448",2500,65.0,162500.0
Trucker& Country Festival Schweiz,2019-06-28,3,outdoor,Country,Country,Switzerland,"Interlaken, CH 3800",,92.0,
Rock Am Härtsfeldsee Festival,2019-06-28,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Härtsfeldsee Dischingen, DE 89561",,70.0,
Protzen Open Air,2019-06-28,3,outdoor,Metal,Metal,Brandenburg,"Protzen, DE 16833",1000,49.9,49900.0
Tuska Open Air,2019-06-28,3,outdoor,Metal,"Metal
Rock",Finland,"Koksikatu Helsinki, FI 00540",34000,139.0,4726000.0
Hörnerfest,2019-06-28,2,outdoor,Medieval,"Folk
Metal
Medieval
Rock",Schleswig-Holstein,"Schierenhöh(e)13 Brande- Hörnerkirchen, DE 25364",,49.5,
Hamburg Harley Days,2019-06-28,3,outdoor,Conventions,"Germanrock
Metal
Rock",Hamburg,"Großmarkt Hamburg Großmarkt Hamburg, DE 20097",500000,0.0,0.0
Download Festival( E S),2019-06-28,3,outdoor,Metal,"Metal
Rock",Spain,"Caja Mágica Avenida Madrid Capitalde España7 Madrid, ES 28041",,155.0,
Groove Quake Festival,2019-06-28,1,outdoor,Mixed,"Blues
Electro
Funk
Jazz",Austria,"Schlosspark Esterhazyplatz1 Eisenstadt, AT 7000",,64.0,
Let The Bad Times Roll Open Air,2019-06-28,2,outdoor,Mixed,"Metal
Punk
Rock
Rockabilly
Ska",LowerSaxony,"Kielweg Krummhörn, DE 26736",1000,30.0,30000.0
Feuertanz Festival,2019-06-28,2,outdoor,Medieval,"Folk
Irish
Metal
Medieval",Bavaria,"Burg Abenbergbei Nürnberg Abenberg, DE 91183",5000,,
Vainstream Rockfest,2019-06-29,1,outdoor,Rock,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",Northrhine-Westphalia,"Am Hawerkamp Münster, DE 48155",10000,59.9,599000.0
Lovely Days Festival,2019-06-29,1,outdoor,Rock,Rock,Austria,"Schlosspark Esterhazyplatz1 Eisenstadt, AT 7000",20000,71.99,1439800.0
Roskilde Festival,2019-06-29,8,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Rock",Denmark,"Darupvej19 Roskilde, DK 4000",115000,282.0,32430000.0
Speak Easy Sommerfest,2019-06-29,1,outdoor,Metal,"Metal
Rock",Hesse,"Speak Easy Große Rittergasse42 Frankfurtam Main, DE 60594",,0.0,
Rockharz Festival,2019-07-03,4,outdoor,Metal,"Germanrock
Gothic
Metal
Punk
Rock",Saxony-Anhalt,"Flugplatz Ballenstedt Ballenstedt, DE 06493",17000,110.0,1870000.0
Obscene Extreme Festival,2019-07-03,5,outdoor,Metal,"Metal
Rock",CzechRepublic,"Schlachtfeld Trautenau( Battlefield) Královedvorskáulice Trutnov, CZ 54101",5000,81.0,405000.0
Resurrection Festival,2019-07-03,4,outdoor,Metal,"Hardcore(Metal)
Metal",Spain,"Av Ramón Canosa Vivero, ES 27850",33000,137.0,4521000.0
Breminale,2019-07-03,5,outdoor,Art&cultureFestivals,"Electro
Art&culture
Pop
Rock",Bremen,"Osterdeichwiesen Oberweserstraße Bremen, DE 28203",200000,0.0,0.0
Classic Open Air,2019-07-04,5,outdoor,Classicalmusic,Classicalmusic,Berlin,"Gendarmenmarkt Berlin, DE 10117",18000,275.0,4950000.0
Electric Love Festival,2019-07-04,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Austria,"Der Salzburgring Salzburgring1 Plainfeld, AT 5325",180000,189.4,34092000.0
Sunstorm Open Air,2019-07-04,3,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Baden-Württemberg,"Im Gräfenbrunnen1 Nordheim, DE 74226",1000,32.0,32000.0
Summernight Festival,2019-07-04,3,outdoor,Mixed,"Hip-Hop
Jazz
Art&culture
Pop",Baden-Württemberg,"Claus- Graf- Stauffenberg- Straße15 Laupheim, DE 88471",2500,78.0,195000.0
Ottawa Bluesfest,2019-07-04,11,outdoor,Mixed,"Blues
Hip-Hop
Pop
Rock",Canada,"Le Breton Flats Ottawa, Ontario, CA K0 A",100000,187.0,18700000.0
Rockfor People Festival,2019-07-04,3,outdoor,Rock,"Metal
Punk
Rock
Ska",CzechRepublic,"Letiste38 Hradec Kralove, CZ 50341",30000,85.0,2550000.0
Heide Witzka Festival,2019-07-04,4,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
House",Thuringia,"Lange Heide Hildburghausen, DE 98646",5000,55.0,275000.0
The Summerjam Festival,2019-07-05,3,outdoor,Reggae,"Hip-Hop
Reggae",Northrhine-Westphalia,"Fühlinger See Regattainsel Oranjehofstraße Köln, DE 50769",30000,129.0,3870000.0
Kosmonaut Festival,2019-07-05,2,outdoor,Mixed,"Hip-Hop
Punk
Rock",Saxony,"Stausee Oberrabenstein Oberfrohnaer Str.165 Chemnitz, DE 09117",15000,85.75,1286250.0
F K K Open Air,2019-07-05,3,outdoor,Punk,Punk,Bavaria,"FKK Open Air Gelände Taggrub1 Dorfen, DE 84405",500,35.91,17955.0
Hard'n Heavy's Summernight Open Air,2019-07-05,2,outdoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Mühlenpark Mechernich Heer Straße Mechernich, DE 53894",1200,0.0,0.0
Ruisrock Festival,2019-07-05,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Finland,"Kansanpuistontie76 Turku, FI 20100",105000,199.0,20895000.0
Down The Rabbit Hole Festival,2019-07-05,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Punk
Rock",Netherlands,"De Groene Heuvels Ficarystraat9 Ewijk, NL 6644 KR",35000,159.0,5565000.0
Pfeffelbach Open Air,2019-07-05,2,outdoor,Rock,"Germanrock
Metal
Punk
Rock",Rhineland-Palatinate,"Kuseler Str.9 Pfeffelbach, DE 66871",,62.5,
Ieperfest,2019-07-05,3,indoor,Metal,Hardcore(Metal),Belgium,"Poperingseweg Ieper, BE 8900",,81.0,
Harry`sfull Metal Party,2019-07-05,2,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Sportgelände Seewald Besenfeld, DE 72297",500,22.0,11000.0
Rockim Zelt,2019-07-05,1,indoor,Rock,Rock,Rhineland-Palatinate,"Festzelt Aufdem Weyerdamm Altenkirchen, DE 57610",,22.0,
Hammerfest( I T),2019-07-05,2,outdoor,Metal,Metal,Italy,"Festplatz Altrei Altrei, IT 39040",,0.0,
Nonstock Festival,2019-07-05,2,outdoor,Art&cultureFestivals,"Comedy
Dance
Germanrock
Disco
Movie
Hardcore(Metal)
Hip-Hop
Art&culture
Metal
Punk
Rock
Ska
Sports",Hesse,"Bauernhof Rodensteiner Straße87 Nonrod, DE 64405",1000,53.0,53000.0
poolbar Festival,2019-07-05,38,indoor,Mixed,"Blues
Comedy
Dance
Electro
Movie
Folk
Funk
Hip-Hop
Jazz
Art&culture
Reading
Metal
Pop
Punk
Reggae
Rock",Austria,"Altes Hallenbad Reichenfeldgasse10 Feldkirch, AT 6800",25000,169.0,4225000.0
Festival Fantasia,2019-07-06,2,outdoor,Conventions,"Folk
Gothic
Irish
Medieval",Saxony-Anhalt,"Elbauenpark Magdeburg Tessenowstraße7 Magdeburg, DE 39114",,39.5,
Ruhrin Love,2019-07-06,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Northrhine-Westphalia,"Olga Park Oberhausen, DE 46117",36000,37.45,1348200.0
Airbeat One Festival,2019-07-10,5,outdoor,Electronicmusic,"Dance
Electro
House",Mecklenburg-Western-Pomerania,"Flugplatz Neustadt- Glewe Flugpl.1 Neustadt- Glewe, DE 19306",55000,109.0,5995000.0
Dour Festival,2019-07-10,5,outdoor,Mixed,"Electro
Hip-Hop
Metal
Rock",Belgium,"Rued' Elouges Dour, BE 7370",235000,170.0,39950000.0
splash! Festival,2019-07-11,3,outdoor,Hip-Hop,Hip-Hop,Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",30000,119.0,3570000.0
Bang Your Head Festival,2019-07-11,3,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Messegelände Balingen Ausstellungsgel. Stetten1 Balingen, DE 72336",,119.0,
Masters Of Rock,2019-07-11,4,outdoor,Metal,"Metal
Rock",CzechRepublic,"Razov472 Vizovice, CZ 76312",30000,75.61,2268300.0
Dong Open Air,2019-07-11,3,outdoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Halde Norddeutschland( Dongberg) Geldernsche Str. Neukirchen- Vluyn, DE 47506",,97.18,
In Flammen Open Air,2019-07-11,3,outdoor,Metal,"Metal
Rock",Saxony,"Entenfang Torgau Entenfang1 Torgau, DE 04860",1500,59.9,89850.0
Mad Cool Festival,2019-07-11,3,outdoor,Mixed,"Electro
Pop
Punk
Rock",Spain,"Calle Prov Parque Valdebebas5,51 Madrid, ES 28055",80000,175.0,14000000.0
Rockof Ages Festival,2019-07-11,3,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Rottenburgam Neckar, DE 72108",12000,119.0,1428000.0
Field Invasion Festival,2019-07-11,3,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Baden-Württemberg,"Wiesengelände Müllerhof Hauptstraße46 Urbach, DE 56317",700,22.0,15400.0
A R E A53 Festival,2019-07-11,3,outdoor,Metal,"Metal
Medieval",Austria,"VAZ S- Schladnitz Leoben Schladnitzstraße53 Leoben, AT 8700",,90.0,
Stonedfromthe Underground Festival,2019-07-11,3,outdoor,Rock,"Blues
Funk
Metal
Rock
Other",Thuringia,"Alperstedter See, Erfurt- Stotternheim Alperstedter Straße Erfurt- Stotternheim, DE 99195",2500,91.34,228350.0
Schlagermove Hamburg,2019-07-12,2,outdoor,Schlagermusic,Schlagermusic,Hamburg,"Hamburg, DE 20359",370000,0.0,0.0
Ilosaarirock Festival,2019-07-12,3,outdoor,Rock,"Electro
Rock",Finland,"Linnunlahdentie3 Joensuu, FI 80110",21000,,
Damned Days,2019-07-12,2,indoor,Metal,"Reading
Metal",Saxony-Anhalt,"Motorranch Barleben Buschweg2 Barleben, DE 39179",800,0.0,0.0
Metal Underground Resistance Festival,2019-07-12,2,outdoor,Metal,Metal,Thuringia,"Gebörne Garsitz Garsitz, DE 07426",,15.0,
Los Krachos Benefiz Metal Open Air,2019-07-13,1,outdoor,Metal,"Metal
Rock
Folkmusic",Thuringia,"Sportplatz Falken Kahnstraße7 Falken, DE 99830",,,
Fest Evil Manrode,2019-07-13,1,outdoor,Metal,"Crossover
Germanrock
Gothic
Hardcore(Metal)
Metal
Medieval
Punk
Rock",Northrhine-Westphalia,"Sportplatz Manrode Pfingstanger16 Manrode, DE 34434",500,15.0,7500.0
Summer Sensation Beachfestival,2019-07-13,1,outdoor,Electronicmusic,"Dance
Electro
House",LowerSaxony,"Strand Houseam Weichelsee Bremer Str.48 Rotenburg( Wümme), DE 27356",1500,12.0,18000.0
Apes Enraged Open Air,2019-07-15,1,outdoor,Metal,Metal,Hamburg,"Beiden Tipsy Apes Am Radeland25a Hamburg, DE 21079",500,15.0,7500.0
Rockin Graz,2019-07-16,1,indoor,Rock,"Metal
Rock",Austria,"Stadthalle Graz Messeplatz1 Graz, AT 8010",10000,59.99,599900.0
Gurtenfestival,2019-07-17,4,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Switzerland,"Gurten Wabern- Bern, CH 3084",78000,272.0,21216000.0
Deichbrand Festival,2019-07-18,4,outdoor,Mixed,"Germanrock
Electro
Hip-Hop
Metal
Pop
Punk
Rock",LowerSaxony,"Seeflughafen Cuxhaven Walter- Carstens- Straße1 Wurster Nordseeküste, DE 27639",60000,139.0,8340000.0
Free& Easy Festival,2019-07-18,18,outdoor,Mixed,"Electro
Reggae
Rock",Bavaria,"Kulturzentrum Backstage München Reitknechtstraße6 München, DE 80639",20000,0.0,0.0
Rockam Stück Open Air Festival,2019-07-18,3,outdoor,Rock,"Metal
Rock",Hesse,"Festivalgelände"" Am Lohrberg"" Fritzlar- Geismar, DE 34560",1500,89.99,134985.0
Chaos Descends Festival,2019-07-18,3,outdoor,Metal,Metal,Thuringia,"Ferienland2 Crispendorf, DE 07924",1000,68.0,68000.0
Tomorrowland Festival,2019-07-19,3,outdoor,Electronicmusic,"Dance
Electro
Trance",Belgium,"Provinciaal Recreatiedomein De Schorre Schommelei1 Boom, BE 2850",50000,249.0,12450000.0
Rockunterden Eichen,2019-07-19,2,outdoor,Metal,"Germanrock
Hardcore(Metal)
Metal
Medieval
Rock",Saxony-Anhalt,"Unterden Eichen2 Bertingen, DE 39517",,55.0,
Weedbeat Festival,2019-07-19,3,outdoor,Reggae,"Reggae
Ska",LowerSaxony,"Va Z Speicher Ander Zuckerfabrik50 Nordstemmen, DE 31171",3000,36.5,109500.0
Badenin Blut Open Air,2019-07-19,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Basler Str.45 Weilam Rhein, DE 79576",,63.0,
Melt Festival,2019-07-19,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Saxony-Anhalt,"Ferropolis Ferropolisstraße1 Gräfenhainichen, DE 06773",20000,119.0,2380000.0
Parookaville Festival,2019-07-19,3,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Northrhine-Westphalia,"Flughafen Weeze Flughafen- Ring1 Weeze, DE 47652",80000,295.0,23600000.0
Traffic Jam Open Air,2019-07-19,2,outdoor,Mixed,"Metal
Punk
Rock
Ska",Hesse,"Verkehrsübungsplatz Am Bauhof12 Dieburg, DE 64807",6000,29.0,174000.0
Headache Inside Festival,2019-07-19,2,indoor,Metal,"Metal
Rock",Brandenburg,"Gästehaus Ahlimbsmühle Ahlimbsmühle3 Milmersdorf, DE 17268",333,30.0,9990.0
Das Fest Karlsruhe,2019-07-19,3,outdoor,Cityfestival,"Electro
Hip-Hop
Pop
Reggae
Rock",Baden-Württemberg,"Günter- Klotz Anlage Karlsruhe, DE 76185",250000,,
Südwinsen Festival,2019-07-19,2,outdoor,Mixed,"Blues
Country
Punk
Reggae
Rock
Ska",LowerSaxony,"Oheweg Winsen, DE 29308",,0.0,
O B E N O H N E Open Air,2019-07-20,1,outdoor,Hip-Hop,Hip-Hop,Bavaria,"Königsplatz Königsplatz1 München, DE 80333",20000,3.0,60000.0
Latin Airport Festival,2019-07-20,1,outdoor,Latin,"Dance
Latin",Bavaria,"Flughafen Nürnberg Flughafenstraße100,90411 Nürnberg Nürnberg, DE 90411",12500,47.45,593125.0
Amphi Festival,2019-07-20,2,outdoor,Gothic,"Electro
Gothic
Metal
Medieval",Northrhine-Westphalia,"Tanzbrunnen Köln Rheinparkweg1 Köln, DE 50679",12500,93.0,1162500.0
Open Air Seedorf,2019-07-20,1,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",LowerSaxony,"Barumer Weg Bad Bevensen/ OT Seedorf, DE 29549",700,10.0,7000.0
Free& Bad Open Air,2019-07-20,1,outdoor,Punk,"Hardcore(Metal)
Punk
Rock
Other",Saxony-Anhalt,"Freibad Möhlau Brotweg1 Gräfenhainichen, OT Möhlau, DE 06772",300,10.0,3000.0
